,Make,Aircraft.Category,Number.of.Engines,Engine.Type,Injury.Severity
75051,AMERICAN CHAMPION AIRCRAFT,Airplane,1.0,Reciprocating,Non-Fatal
75052,WATERS PETER T,Airplane,1.0,Reciprocating,Fatal
75054,BEECH,Airplane,,,Fatal
75055,RAYTHEON AIRCRAFT COMPANY,Airplane,2.0,Turbo Fan,Non-Fatal
75056,AIRBUS,Airplane,2.0,Turbo Fan,Non-Fatal
75057,NORMAN,Airplane,1.0,Reciprocating,Non-Fatal
75058,BEECH,Airplane,1.0,Reciprocating,Non-Fatal
75060,CESSNA,Airplane,,,Non-Fatal
75061,CESSNA,Airplane,1.0,Reciprocating,Non-Fatal
75062,CESSNA,Airplane,2.0,Reciprocating,Non-Fatal
75063,PIPER,Airplane,1.0,Reciprocating,Non-Fatal
75064,STINSON,Airplane,1.0,Reciprocating,Non-Fatal
75066,CESSNA,Airplane,2.0,Turbo Fan,Non-Fatal
75067,CESSNA,Airplane,1.0,Reciprocating,Non-Fatal
75068,AIRBUS,Airplane,2.0,Turbo Fan,Non-Fatal
75069,GRUMMAN,Airplane,1.0,Reciprocating,Non-Fatal
75071,CESSNA,Airplane,1.0,Reciprocating,Non-Fatal
75072,CESSNA,Airplane,1.0,Reciprocating,Non-Fatal
75073,BEECH,Airplane,1.0,Reciprocating,Non-Fatal
75074,SMITH,Airplane,2.0,Reciprocating,Fatal
75075,BAYER OSCAR,Airplane,1.0,Reciprocating,Non-Fatal
75076,PIPER,Airplane,1.0,Reciprocating,Non-Fatal
75077,SKYKITS CORP,Airplane,1.0,Reciprocating,Non-Fatal
75078,BOEING,Airplane,,,Non-Fatal
75079,MOONEY,Airplane,1.0,Reciprocating,Non-Fatal
75081,DIAMOND AIRCRAFT IND INC,Airplane,1.0,Reciprocating,Non-Fatal
75082,EVEKTOR-AEROTECHNIK AS,Airplane,1.0,Reciprocating,Non-Fatal
75084,CESSNA,Airplane,2.0,Reciprocating,Non-Fatal
75085,BELLANCA,Airplane,1.0,Reciprocating,Non-Fatal
75086,CESSNA AIRCRAFT CO,Airplane,1.0,Reciprocating,Fatal
75087,FARACE THOMAS SCOTT,Airplane,1.0,Reciprocating,Non-Fatal
75089,DONALD G STOKES,Airplane,1.0,Reciprocating,Non-Fatal
75090,OLSON PERRY D,Airplane,1.0,Reciprocating,Non-Fatal
75091,COLUMBIA AIRCRAFT MFG,Airplane,1.0,Reciprocating,Non-Fatal
75093,CESSNA,Airplane,1.0,Reciprocating,Non-Fatal
75094,CESSNA,Airplane,1.0,Reciprocating,Non-Fatal
75095,SOCATA,Airplane,1.0,Turbo Prop,Fatal
75096,PIPER,Airplane,1.0,Reciprocating,Fatal
75097,FRITZ NEUMEYER,Airplane,1.0,,Fatal
75098,CESSNA,Airplane,1.0,Reciprocating,Non-Fatal
75099,CESSNA,Airplane,,,Non-Fatal
75100,CESSNA,Airplane,,,Fatal
75101,DEHAVILLAND,Airplane,1.0,Reciprocating,Fatal
75102,FANTASY AIR SRO,Airplane,1.0,Reciprocating,Non-Fatal
75103,WACO,Airplane,1.0,Reciprocating,Non-Fatal
75104,CESSNA,Airplane,1.0,Reciprocating,Non-Fatal
75105,CESSNA,Airplane,1.0,Reciprocating,Non-Fatal
75106,DIAMOND AIRCRAFT IND INC,Airplane,1.0,Reciprocating,Non-Fatal
75109,PIPER,Airplane,2.0,Reciprocating,Fatal
75110,AERONCA,Airplane,1.0,Reciprocating,Non-Fatal
75111,CESSNA,Airplane,1.0,Reciprocating,Non-Fatal
75112,CESSNA,Airplane,1.0,Reciprocating,Non-Fatal
75113,,Airplane,1.0,Reciprocating,Fatal
75114,CESSNA,Airplane,2.0,Turbo Fan,Non-Fatal
75116,CESSNA,Airplane,1.0,Reciprocating,Non-Fatal
75117,AVIAT AIRCRAFT INC,Airplane,1.0,Reciprocating,Non-Fatal
75119,JUST AIRCRAFT LLC,Airplane,1.0,Reciprocating,Non-Fatal
75120,MAULE,Airplane,,Reciprocating,Non-Fatal
75121,AVIAT AIRCRAFT INC,Airplane,1.0,Reciprocating,Non-Fatal
75122,WORTHINGTON DONALD WAYNE,Airplane,1.0,Reciprocating,Fatal
75123,PIPER,Airplane,,,Non-Fatal
75124,BOEING,Airplane,1.0,Reciprocating,Fatal
75125,PIPER,Airplane,1.0,Reciprocating,Non-Fatal
75126,BEECH,Airplane,1.0,Reciprocating,Non-Fatal
75128,BELLANCA,Airplane,1.0,Reciprocating,Non-Fatal
75129,BUCKEYE INDUSTRIES,Airplane,1.0,Unknown,Non-Fatal
75130,EMBRAER,Airplane,,,
75131,CESSNA,Airplane,1.0,Reciprocating,Non-Fatal
75132,CESSNA,Airplane,,Reciprocating,Fatal
75133,ROBERT A MILLER,Airplane,1.0,Reciprocating,Non-Fatal
75134,ROBERT J REIMBOLD,Airplane,1.0,Reciprocating,Non-Fatal
75135,CESSNA,Airplane,1.0,Reciprocating,Non-Fatal
75136,VANS AIRCRAFT INC,Airplane,1.0,Reciprocating,Non-Fatal
75137,PIPER,Airplane,,,Non-Fatal
75138,BOEING,Airplane,,,Non-Fatal
75139,HELPLING HELEN C,Airplane,1.0,Reciprocating,Non-Fatal
75142,PIPER,Airplane,2.0,Reciprocating,Fatal
75143,PIPER AIRCRAFT INC,Airplane,1.0,Reciprocating,Non-Fatal
75144,BELLANCA,Airplane,1.0,Reciprocating,Fatal
75146,CESSNA,Airplane,1.0,Reciprocating,Non-Fatal
75148,BELISLE THOMAS J,Airplane,,Reciprocating,Non-Fatal
75150,FORTUNA DAVE,Airplane,1.0,Reciprocating,Fatal
75152,TERRY F KING,Airplane,1.0,Reciprocating,Non-Fatal
75153,MONROE DENNIS,Airplane,1.0,Reciprocating,Fatal
75155,PIPER,Airplane,1.0,Reciprocating,Non-Fatal
75156,CESSNA,Airplane,1.0,Reciprocating,Non-Fatal
75157,EMBRAER,Airplane,,,Fatal
75158,CESSNA,Airplane,1.0,Reciprocating,Non-Fatal
75161,CESSNA,Airplane,1.0,Reciprocating,Non-Fatal
75162,CESSNA,Airplane,1.0,Turbo Prop,Fatal
75163,CESSNA,Airplane,1.0,Reciprocating,Non-Fatal
75164,MOORE THOMAS O,Airplane,1.0,Reciprocating,Non-Fatal
75165,CESSNA,Airplane,1.0,Reciprocating,Non-Fatal
75168,QUEST Aircraft Company,Airplane,,,Fatal
75169,PROGRESSIVE AERODYNE INC,Airplane,1.0,Reciprocating,Non-Fatal
75170,CESSNA,Airplane,1.0,Reciprocating,Non-Fatal
75171,CESSNA,Airplane,1.0,Reciprocating,Non-Fatal
75173,PIPER,Airplane,1.0,Reciprocating,Fatal
75174,WILLIAMS MYRON G,Airplane,1.0,Reciprocating,Fatal
75175,CESSNA,Airplane,1.0,Reciprocating,Non-Fatal
75176,PIPER,Airplane,1.0,Reciprocating,Non-Fatal
75177,CESSNA AIRCRAFT CO,Airplane,1.0,Reciprocating,Non-Fatal
75178,PIPER,Airplane,1.0,Reciprocating,Non-Fatal
75179,LARSEN,Airplane,1.0,Reciprocating,Non-Fatal
75180,ERCOUPE,Airplane,1.0,Reciprocating,Non-Fatal
75181,WSK PZL MIELEC,Airplane,1.0,Turbo Prop,Non-Fatal
75182,MAULE AIRCRAFT CORP,Airplane,,,Fatal
75185,PIPER,Airplane,1.0,Reciprocating,Non-Fatal
75186,BEECH,Airplane,1.0,Reciprocating,Fatal
75188,PIPER,Airplane,1.0,Reciprocating,Non-Fatal
75190,KALDOR GREGORY N,Airplane,1.0,Reciprocating,Non-Fatal
75191,CESSNA,Airplane,1.0,Reciprocating,Non-Fatal
75192,OCONNOR PAUL A,Airplane,1.0,Reciprocating,Non-Fatal
75194,QUICKSILVER,Airplane,1.0,Reciprocating,Fatal
75195,CESSNA,Airplane,1.0,Reciprocating,Non-Fatal
75198,NANCHANG,Airplane,1.0,Reciprocating,Fatal
75199,PIPER,Airplane,1.0,Reciprocating,Non-Fatal
75200,CESSNA,Airplane,1.0,Reciprocating,Non-Fatal
75201,FLIGHT DESIGN GMBH,Airplane,,Reciprocating,Non-Fatal
75202,ROCKWELL INTERNATIONAL,Airplane,1.0,Reciprocating,Non-Fatal
75204,CESSNA,Airplane,1.0,Reciprocating,Non-Fatal
75205,CHAMPION,Airplane,1.0,Reciprocating,Non-Fatal
75208,BRITISH AEROSPACE,Airplane,2.0,Turbo Fan,Fatal
75209,PIPER,Airplane,2.0,Reciprocating,Non-Fatal
75210,CIRRUS DESIGN CORP,Airplane,1.0,Reciprocating,Non-Fatal
75211,PIPER,Airplane,1.0,Reciprocating,Non-Fatal
75212,AMERICAN,Airplane,1.0,Reciprocating,Non-Fatal
75214,CESSNA,Airplane,1.0,Reciprocating,Non-Fatal
75215,AIR TRACTOR INC,Airplane,1.0,Turbo Prop,Fatal
75217,CROW,Airplane,1.0,Reciprocating,Non-Fatal
75218,PIPER,Airplane,1.0,Reciprocating,Non-Fatal
75219,CESSNA,Airplane,1.0,Reciprocating,Non-Fatal
75220,CESSNA,Airplane,2.0,Reciprocating,Non-Fatal
75221,PIPER,Airplane,,,Fatal
75222,CESSNA,Airplane,,,Fatal
75223,EMBRAER,Airplane,2.0,,
75226,PIPER,Airplane,2.0,Reciprocating,Non-Fatal
75229,CESSNA,Airplane,1.0,Reciprocating,Non-Fatal
75230,FLIGHT DESIGN GMBH,Airplane,1.0,Reciprocating,Non-Fatal
75231,NBB INC,Airplane,1.0,Reciprocating,Fatal
75232,CHAMPION,Airplane,1.0,Reciprocating,Fatal
75233,CESSNA,Airplane,2.0,Turbo Fan,Non-Fatal
75234,CESSNA,Airplane,1.0,Reciprocating,Fatal
75237,BEECH,Airplane,1.0,Reciprocating,Non-Fatal
75238,BELLANCA,Airplane,1.0,Reciprocating,Fatal
75239,ALON,Airplane,1.0,Reciprocating,Non-Fatal
75240,JEROME A BAAK,Airplane,,Reciprocating,Non-Fatal
75241,PIPER,Airplane,1.0,Reciprocating,Non-Fatal
75243,GINGRAS MICHEL,Airplane,1.0,Reciprocating,Non-Fatal
75244,PIPER,Airplane,1.0,Reciprocating,Fatal
75245,EVEKTOR-AEROTECHNIK AS,Airplane,1.0,Reciprocating,Non-Fatal
75246,CESSNA,Airplane,1.0,Reciprocating,Non-Fatal
75247,BEECH,Airplane,1.0,Reciprocating,Non-Fatal
75250,BEECH,Airplane,2.0,Reciprocating,Non-Fatal
75251,ELEMDORF,Airplane,1.0,Reciprocating,Non-Fatal
75252,LAKE,Airplane,1.0,Reciprocating,Non-Fatal
75253,BOEING,Airplane,,,Non-Fatal
75254,BAE,Airplane,4.0,Turbo Fan,
75255,BOEING,Airplane,,,Non-Fatal
75256,CESSNA,Airplane,1.0,Reciprocating,Non-Fatal
75257,AIRPLANE FACTORY (PTY) LTD THE,Airplane,1.0,Reciprocating,Non-Fatal
75258,COULTER HUGH CLARKE,Airplane,1.0,Reciprocating,Non-Fatal
75260,CESSNA,Airplane,1.0,Reciprocating,Fatal
75261,ALPI AVIATION,Airplane,,Reciprocating,Fatal
75264,BEECH,Airplane,1.0,Reciprocating,Non-Fatal
75265,PIPER,Airplane,1.0,Reciprocating,Non-Fatal
75268,PIPER,Airplane,2.0,Reciprocating,Fatal
75269,CESSNA,Airplane,1.0,Reciprocating,Non-Fatal
75270,PIPER,Airplane,1.0,Reciprocating,Non-Fatal
75271,CESSNA,Airplane,1.0,Reciprocating,Non-Fatal
75273,CZECH SPORT AIRCRAFT A S,Airplane,1.0,Reciprocating,Non-Fatal
75274,BOEING,Airplane,,Reciprocating,Fatal
75275,CHAMPION,Airplane,1.0,Reciprocating,Non-Fatal
75278,TAYLORCRAFT,Airplane,1.0,Reciprocating,Non-Fatal
75279,177MF LLC,Airplane,1.0,Reciprocating,Non-Fatal
75280,PIPER,Airplane,1.0,Reciprocating,Non-Fatal
75281,AIR TRACTOR INC,Airplane,1.0,Reciprocating,Non-Fatal
75282,CESSNA,Airplane,1.0,Turbo Prop,Non-Fatal
75283,AIRBUS,Airplane,,Turbo Fan,
75284,PIPER,Airplane,1.0,Reciprocating,Non-Fatal
75285,MOONEY,Airplane,1.0,Reciprocating,Fatal
75286,KINSLER ARTHUR PAUL,Airplane,1.0,Reciprocating,Non-Fatal
75287,PIPER,Airplane,1.0,Reciprocating,Non-Fatal
75288,CESSNA,Airplane,1.0,Reciprocating,Fatal
75290,PIPER,Airplane,1.0,Reciprocating,Non-Fatal
75291,BOEING,Airplane,,,Non-Fatal
75293,CESSNA,Airplane,1.0,Reciprocating,Non-Fatal
75294,PACIFIC AEROSPACE CORP LTD,Airplane,1.0,Turbo Prop,Non-Fatal
75295,MORRIS THOMAS LEE,Airplane,1.0,Reciprocating,Non-Fatal
75296,CESSNA,Airplane,2.0,Turbo Fan,Non-Fatal
75298,NORTH AMERICAN,Airplane,,Reciprocating,Non-Fatal
75299,PIPER,Airplane,1.0,Reciprocating,Non-Fatal
75300,PIPER,Airplane,1.0,Reciprocating,Non-Fatal
75301,BOEING,Airplane,,,
75302,NAVION,Airplane,1.0,Reciprocating,Fatal
75303,CESSNA,Airplane,1.0,Reciprocating,Fatal
75305,MOONEY AIRPLANE CO INC,Airplane,1.0,Reciprocating,Non-Fatal
75307,PAZMANY,Airplane,1.0,Reciprocating,Non-Fatal
75309,AMERICAN LEGEND,Airplane,2.0,Reciprocating,Non-Fatal
75310,HOFFIUS STOWE,Airplane,1.0,Reciprocating,Fatal
75311,CESSNA,Airplane,,,Fatal
75312,SAM R PEACHEY,Airplane,1.0,Reciprocating,Non-Fatal
75313,PIPER,Airplane,1.0,Reciprocating,Non-Fatal
75314,MOONEY,Airplane,1.0,Reciprocating,Non-Fatal
75315,BOEING,Airplane,,,Non-Fatal
75316,MCDONNELL DOUGLAS,Airplane,2.0,Turbo Fan,Non-Fatal
75317,EXTRA,Airplane,,,Non-Fatal
75318,TAYLORCRAFT,Airplane,1.0,Reciprocating,Non-Fatal
75319,RAYTHEON AIRCRAFT COMPANY,Airplane,2.0,Turbo Fan,Non-Fatal
75320,SCHWEIZER AIRCRAFT CORP,Airplane,1.0,Turbo Prop,Non-Fatal
75321,CESSNA,Airplane,1.0,Reciprocating,Non-Fatal
75322,CESSNA,Airplane,1.0,Reciprocating,Non-Fatal
75323,PIPER,Airplane,1.0,Reciprocating,Non-Fatal
75324,PIPER,Airplane,1.0,Reciprocating,Non-Fatal
75326,CESSNA,Airplane,,Reciprocating,Non-Fatal
75327,AVIAT AIRCRAFT INC,Airplane,1.0,Reciprocating,Non-Fatal
75328,CESSNA,Airplane,1.0,Reciprocating,Non-Fatal
75329,KALMAN GEORGE,Airplane,1.0,Reciprocating,Non-Fatal
75330,CESSNA,Airplane,1.0,Turbo Prop,Non-Fatal
75331,PIPER,Airplane,1.0,Reciprocating,Non-Fatal
75332,SANTSCHI CHRIS A,Airplane,,,Non-Fatal
75333,AERO COMMANDER,Airplane,2.0,Reciprocating,Fatal
75334,CRAWFORD,Airplane,,Reciprocating,Non-Fatal
75336,CHANCE VOUGHT,Airplane,,Reciprocating,Non-Fatal
75340,MOONEY AIRCRAFT CORP.,Airplane,1.0,Reciprocating,Non-Fatal
75341,NORTH AMERICAN,Airplane,1.0,Reciprocating,Non-Fatal
75342,PIPER,Airplane,1.0,Reciprocating,Non-Fatal
75343,PIPER,Airplane,1.0,Reciprocating,Non-Fatal
75344,SILVAIRE,Airplane,1.0,Reciprocating,Non-Fatal
75345,CESSNA,Airplane,1.0,Reciprocating,Non-Fatal
75346,COSTRUZIONI AERONAUTICHE TECNA,Airplane,,Reciprocating,Non-Fatal
75348,EMBRAER,Airplane,2.0,Turbo Prop,Non-Fatal
75349,CESSNA,Airplane,1.0,Reciprocating,Non-Fatal
75350,ROCKWELL INTERNATIONAL,Airplane,1.0,Turbo Prop,Non-Fatal
75352,CESSNA,Airplane,1.0,Reciprocating,Non-Fatal
75353,CESSNA,Airplane,1.0,Reciprocating,Non-Fatal
75354,PIPER,Airplane,1.0,Reciprocating,Non-Fatal
75355,JOHN V RAWSON JR,Airplane,1.0,Reciprocating,Non-Fatal
75357,LAURITSEN RALPH M,Airplane,1.0,Reciprocating,Non-Fatal
75358,WONDER MICHAEL S,Airplane,1.0,Reciprocating,Non-Fatal
75359,BEECH,Airplane,1.0,Reciprocating,Non-Fatal
75360,PIPER,Airplane,1.0,Reciprocating,Non-Fatal
75361,CESSNA,Airplane,1.0,Reciprocating,Non-Fatal
75363,BEECH,Airplane,,,Non-Fatal
75364,FAIRCHILD(HOWARD),Airplane,1.0,Reciprocating,Non-Fatal
75365,RAYTHEON AIRCRAFT COMPANY,Airplane,1.0,Reciprocating,Fatal
75369,GRUMMAN AMERICAN AVN. CORP.,Airplane,1.0,Reciprocating,Fatal
75370,OLSON,Airplane,1.0,Reciprocating,Non-Fatal
75371,BEECH,Airplane,,,Fatal
75372,CESSNA,Airplane,1.0,Reciprocating,Non-Fatal
75373,PIPER,Airplane,1.0,Reciprocating,Non-Fatal
75374,KENNETH A BERGER,Airplane,1.0,Reciprocating,Fatal
75375,CESSNA,Airplane,1.0,Reciprocating,Non-Fatal
75376,CESSNA,Airplane,1.0,Reciprocating,Non-Fatal
75377,SMYTHE DONALD F,Airplane,,Reciprocating,Non-Fatal
75378,FDR601 LLC,Airplane,1.0,Reciprocating,Non-Fatal
75379,CESSNA,Airplane,2.0,Reciprocating,Non-Fatal
75380,PIPER,Airplane,1.0,Reciprocating,Non-Fatal
75381,AIR TRACTOR INC,Airplane,,Turbo Prop,Non-Fatal
75382,SIBLEY,Airplane,1.0,Reciprocating,Non-Fatal
75384,CESSNA,Airplane,2.0,Reciprocating,Non-Fatal
75385,PIPER,Airplane,1.0,Reciprocating,Fatal
75388,EVOLUTION TRIKES,Airplane,1.0,Reciprocating,Non-Fatal
75389,DIVIS S L/WALTRIP A J,Airplane,1.0,Reciprocating,Non-Fatal
75390,STOLP STARDUSTER,Airplane,1.0,Reciprocating,Fatal
75392,PIPER,Airplane,1.0,Reciprocating,Non-Fatal
75393,MEYERS,Airplane,1.0,Reciprocating,Non-Fatal
75394,BEECH,Airplane,1.0,Reciprocating,Non-Fatal
75396,AIR TRACTOR,Airplane,1.0,Turbo Prop,Fatal
75397,PIPER,Airplane,1.0,Reciprocating,Non-Fatal
75399,FLIGHT DESIGN GMBH,Airplane,,Reciprocating,Non-Fatal
75400,AIR TRACTOR INC,Airplane,,Turbo Prop,Fatal
75401,CESSNA,Airplane,1.0,Reciprocating,Non-Fatal
75402,AERO COMMANDER,Airplane,1.0,Reciprocating,Non-Fatal
75404,PIPER,Airplane,1.0,Reciprocating,Non-Fatal
75405,BEECH,Airplane,,,Fatal
75406,PIPER,Airplane,1.0,Reciprocating,Non-Fatal
75407,EMBRAER,Airplane,2.0,Turbo Jet,Non-Fatal
75408,CESSNA,Airplane,1.0,Reciprocating,Non-Fatal
75409,PIPER,Airplane,1.0,Reciprocating,Non-Fatal
75412,MEYERS,Airplane,,Reciprocating,Non-Fatal
75413,UNKNOWN,Airplane,1.0,Reciprocating,Non-Fatal
75414,LUSCOMBE,Airplane,,Reciprocating,Non-Fatal
75418,BRM AERO SRO,Airplane,1.0,Reciprocating,Non-Fatal
75419,CESSNA,Airplane,1.0,Reciprocating,Non-Fatal
75420,DEHAVILLAND,Airplane,1.0,Turbo Shaft,Non-Fatal
75422,CESSNA,Airplane,1.0,Reciprocating,Non-Fatal
75423,CESSNA,Airplane,1.0,Reciprocating,Fatal
75425,NEBERT,Airplane,1.0,Reciprocating,Fatal
75426,FOUND ACFT CANADA INC,Airplane,1.0,Reciprocating,Non-Fatal
75428,LANDRUM KELLY T,Airplane,1.0,Reciprocating,Non-Fatal
75430,CESSNA,Airplane,1.0,Reciprocating,Non-Fatal
75431,AVIAT AIRCRAFT INC,Airplane,1.0,Reciprocating,Non-Fatal
75432,GULFSTREAM AEROSPACE,Airplane,2.0,Turbo Fan,Fatal
75433,DIAMOND AIRCRAFT IND INC,Airplane,1.0,Reciprocating,Non-Fatal
75435,YAKOVLEV,Airplane,1.0,Reciprocating,Fatal
75437,AIRBUS,Airplane,2.0,,
75438,CESSNA,Airplane,1.0,Reciprocating,Non-Fatal
75439,DEHAVILLAND,Airplane,2.0,Turbo Prop,Fatal
75441,CIRRUS DESIGN CORP,Airplane,1.0,Reciprocating,Non-Fatal
75442,AERO COMMANDER,Airplane,1.0,Reciprocating,Non-Fatal
75443,FREDERICK HAYS-ROTH,Airplane,,Reciprocating,Non-Fatal
75444,CESSNA,Airplane,1.0,Reciprocating,Non-Fatal
75445,AEROPRAKT,Airplane,,,Fatal
75446,BEECH,Airplane,1.0,Reciprocating,Non-Fatal
75447,SWEARINGEN,Airplane,2.0,Turbo Prop,Non-Fatal
75448,BOEING,Airplane,,Reciprocating,Non-Fatal
75449,PHILLIPS,Airplane,1.0,Reciprocating,Fatal
75450,PIPER,Airplane,1.0,Reciprocating,Non-Fatal
75451,CESSNA,Airplane,1.0,Reciprocating,Non-Fatal
75453,NORTH AMERICAN,Airplane,1.0,Reciprocating,Fatal
75457,PIPER,Airplane,1.0,Reciprocating,Non-Fatal
75458,AERONCA,Airplane,1.0,Reciprocating,Non-Fatal
75459,CESSNA,Airplane,1.0,Reciprocating,Non-Fatal
75460,PIPER,Airplane,1.0,Reciprocating,Non-Fatal
75461,TEUNIS,Airplane,1.0,Reciprocating,Non-Fatal
75462,JABIRU USA SPORT AIRCRAFT LLC,Airplane,1.0,Reciprocating,Non-Fatal
75463,CESSNA,Airplane,1.0,Reciprocating,Fatal
75464,AERONCA,Airplane,1.0,Reciprocating,Non-Fatal
75465,CESSNA,Airplane,1.0,Reciprocating,Non-Fatal
75468,CESSNA,Airplane,1.0,Reciprocating,Non-Fatal
75469,OFFCHISS EDWARD R,Airplane,1.0,Reciprocating,Non-Fatal
75471,PIPER,Airplane,1.0,Reciprocating,Non-Fatal
75472,CESSNA AIRCRAFT CO,Airplane,1.0,Reciprocating,Non-Fatal
75473,North Wing,Airplane,1.0,Reciprocating,Fatal
75475,PIPER,Airplane,1.0,Reciprocating,Fatal
75476,SKYKITS CORP,Airplane,1.0,Reciprocating,Non-Fatal
75477,HERMANN BJORN,Airplane,1.0,Turbo Prop,Fatal
75478,PIPER,Airplane,1.0,Reciprocating,Non-Fatal
75479,CESSNA,Airplane,1.0,Reciprocating,Non-Fatal
75480,AYRES CORPORATION,Airplane,1.0,Turbo Prop,Non-Fatal
75481,CESSNA,Airplane,1.0,Reciprocating,Non-Fatal
75482,AIR TRACTOR INC,Airplane,1.0,Turbo Prop,Non-Fatal
75483,CRAIG W SHERMAN,Airplane,1.0,Reciprocating,Non-Fatal
75484,CESSNA,Airplane,1.0,Reciprocating,Non-Fatal
75487,BOEING,Airplane,1.0,Reciprocating,Non-Fatal
75488,BELEW MARSHALL D II,Airplane,1.0,Reciprocating,Non-Fatal
75489,SCHRIEBER ROBERT L,Airplane,1.0,Reciprocating,Fatal
75490,CESSNA,Airplane,,,Non-Fatal
75491,AMERICAN AVIATION,Airplane,1.0,Reciprocating,Fatal
75492,CESSNA,Airplane,1.0,Reciprocating,Fatal
75493,CESSNA,Airplane,1.0,Reciprocating,Non-Fatal
75494,LIBERTY AEROSPACE INCORPORATED,Airplane,1.0,Reciprocating,Fatal
75495,CESSNA,Airplane,1.0,Reciprocating,Fatal
75496,BEECH,Airplane,,Turbo Prop,Non-Fatal
75497,BOEING,Airplane,2.0,Turbo Fan,
75499,AIR TRACTOR,Airplane,1.0,Reciprocating,Non-Fatal
75502,PIPER,Airplane,1.0,Reciprocating,Non-Fatal
75503,CIRRUS DESIGN CORP,Airplane,1.0,Reciprocating,Non-Fatal
75504,ADAMS,Airplane,1.0,Reciprocating,Non-Fatal
75506,AIR TRACTOR INC,Airplane,1.0,Reciprocating,Non-Fatal
75507,CESSNA,Airplane,,,Non-Fatal
75508,MEYER CLAIR O,Airplane,1.0,Reciprocating,Fatal
75509,DITTENBER THOMAS J,Airplane,1.0,Reciprocating,Fatal
75510,PIPER,Airplane,1.0,Turbo Prop,Fatal
75511,AIR TRACTOR INC,Airplane,1.0,Turbo Prop,Non-Fatal
75513,PIPER,Airplane,1.0,Reciprocating,Non-Fatal
75515,CESSNA,Airplane,1.0,Reciprocating,Non-Fatal
75516,BEECH,Airplane,2.0,Reciprocating,Non-Fatal
75517,CESSNA,Airplane,1.0,Reciprocating,Non-Fatal
75518,FLIGHT DESIGN GMBH,Airplane,1.0,Reciprocating,Non-Fatal
75519,REIMS AVIATION SA,Airplane,1.0,Reciprocating,
75520,JACKSON FRED M,Airplane,1.0,Reciprocating,Non-Fatal
75521,GRUMMAN AMERICAN AVN. CORP.,Airplane,1.0,Reciprocating,Fatal
75523,PIPER,Airplane,1.0,Reciprocating,Non-Fatal
75524,PIPER,Airplane,1.0,Reciprocating,Non-Fatal
75525,CESSNA,Airplane,,Reciprocating,Non-Fatal
75526,LOCKHEED,Airplane,2.0,Reciprocating,Non-Fatal
75528,CESSNA,Airplane,1.0,Reciprocating,Non-Fatal
75529,KNAUF,Airplane,1.0,Reciprocating,Non-Fatal
75530,CESSNA,Airplane,2.0,Reciprocating,Non-Fatal
75531,AIR TRACTOR INC,Airplane,1.0,Turbo Prop,Non-Fatal
75532,CESSNA,Airplane,1.0,Reciprocating,Non-Fatal
75533,BAILEY ROBERT,Airplane,1.0,Reciprocating,Non-Fatal
75535,MCDONNELL DOUGLAS,Airplane,,,Non-Fatal
75536,MEYER GEOFFREY A,Airplane,1.0,Reciprocating,Non-Fatal
75537,GRUMMAN,Airplane,2.0,Reciprocating,Fatal
75538,COLUMBIA AIRCRAFT MFG,Airplane,1.0,Reciprocating,Fatal
75540,CUB CRAFTERS INC,Airplane,1.0,Reciprocating,Non-Fatal
75542,MAULE,Airplane,,Reciprocating,Non-Fatal
75545,BOEING,Airplane,2.0,,Non-Fatal
75546,BOEING,Airplane,,,Non-Fatal
75547,ISRAEL AIRCRAFT INDUSTRIES,Airplane,2.0,Turbo Fan,Fatal
75548,PIPER,Airplane,1.0,Turbo Prop,Fatal
75549,GRUMMAN ACFT ENG COR-SCHWEIZER,Airplane,1.0,Turbo Prop,Non-Fatal
75552,PIPER,Airplane,1.0,Reciprocating,Non-Fatal
75553,CESSNA,Airplane,1.0,Reciprocating,Fatal
75554,GRUMMAN ACFT ENG COR-SCHWEIZER,Airplane,1.0,Reciprocating,Non-Fatal
75555,CESSNA,Airplane,1.0,Reciprocating,Non-Fatal
75557,PIPER,Airplane,1.0,Reciprocating,Non-Fatal
75558,CESSNA,Airplane,1.0,Reciprocating,Fatal
75559,CESSNA,Airplane,1.0,Reciprocating,Non-Fatal
75560,GULFSTREAM SCHWEIZER A/C CORP,Airplane,1.0,Turbo Prop,Non-Fatal
75562,QUICKSILVER ENTERPRISES INC,Airplane,1.0,Reciprocating,Non-Fatal
75563,MAULE,Airplane,1.0,Reciprocating,Non-Fatal
75564,COSMOS PHASE II,Airplane,1.0,Reciprocating,Non-Fatal
75565,CESSNA,Airplane,1.0,Turbo Prop,Non-Fatal
75567,BOEING,Airplane,2.0,Turbo Fan,Non-Fatal
75568,CESSNA,Airplane,1.0,Reciprocating,Non-Fatal
75569,PIPER,Airplane,1.0,Reciprocating,Non-Fatal
75570,MOONEY,Airplane,1.0,Reciprocating,Fatal
75571,TAYLOR,Airplane,1.0,Reciprocating,Non-Fatal
75572,SIMMONS WILLIAM E,Airplane,1.0,Reciprocating,Non-Fatal
75573,GRUMMAN,Airplane,1.0,Reciprocating,Non-Fatal
75574,CESSNA AIRCRAFT CO,Airplane,1.0,Reciprocating,Non-Fatal
75575,CESSNA,Airplane,1.0,Reciprocating,Non-Fatal
75576,BEECH,Airplane,1.0,Reciprocating,Non-Fatal
75577,ERICK MAGNO & ASSOC PA,Airplane,1.0,Reciprocating,Non-Fatal
